run_id,task_id,case_id,task_family,difficulty_band,task_status,passed,exception_count,call_count,prompt_tokens,cached_tokens,completion_tokens,total_tokens,cost_usd,latency_seconds,telemetry_complete,error,episode_attempt_id,receipt_sha256
runplan_36020fb3e645f00e,cell_02a4dd993dd81626a2b0,refund_v2.1n.full_refund.000007,refund_v2,,completed,true,0,8,0,0,0,0,0.0,0.002924,true,,episode_attempt_cfac04fb4f9ca53c93e4,e8dbe25a147e6474bd6c928bef1559900bdcf6c878f1e1e41dcdb877c36a965b
runplan_36020fb3e645f00e,cell_039fea10e1ebab27293b,refund_v2.1n.full_refund.000010,refund_v2,,completed,true,0,8,0,0,0,0,0.0,0.0031279999999999997,true,,episode_attempt_35c8b999037fec215b0f,591a6b284b834bec436e3cd22d0df4a735395661496b9dc770eef3720fa9d567
runplan_36020fb3e645f00e,cell_0660fb97e18aca8201fc,refund_v2.1n.liquid_damage_denial.000016,refund_v2,,completed,true,0,8,0,0,0,0,0.0,0.0029289999999999997,true,,episode_attempt_07e808ca3dc77e5c72ef,226eb894118903fe30ca0a7bd1d4d814d055f604122fcff27eea959c62a16d72
runplan_36020fb3e645f00e,cell_0caf1408c5023e41d165,refund_v2.1n.liquid_damage_denial.000007,refund_v2,,completed,true,0,8,0,0,0,0,0.0,0.0031330000000000004,true,,episode_attempt_b0f42d4af9811376281e,159613d6c0f40d44b891afface3d188d33ff1306586a8e7b8b0c780bdf503dcb
runplan_36020fb3e645f00e,cell_0d1e4844c5272e5646f2,refund_v2.1n.liquid_damage_denial.000000,refund_v2,,completed,true,0,8,0,0,0,0,0.0,0.0029749999999999998,true,,episode_attempt_3a612ca62e815bad209f,8cef23390011a0a88a68a8082296a46563f5d2d54ac5542f3022b63978ca9b98
runplan_36020fb3e645f00e,cell_0d42b1b0c6f3bc40ec87,refund_v2.1n.boundary_window.000009,refund_v2,,completed,true,0,8,0,0,0,0,0.0,0.003255,true,,episode_attempt_21afb4965b6c21b6ef05,6ce5f1c37c3210976aa28024d40cb859f307d1312b13850560bfa66ed5451ae7
runplan_36020fb3e645f00e,cell_0dab7442d3b97af5f78b,refund_v2.1n.conflicting_claim.000027,refund_v2,,completed,true,0,8,0,0,0,0,0.0,0.0030280000000000003,true,,episode_attempt_9ac7aa0860fd21b867c1,9cfdc6877254c4a7f65cfc617561b5b31f158c63604fc94c8f04280fda369d67
runplan_36020fb3e645f00e,cell_0f82d08223297b510ae4,refund_v2.1n.conflicting_claim.000017,refund_v2,,completed,true,0,8,0,0,0,0,0.0,0.0031260000000000003,true,,episode_attempt_64e7e0ba6fc86ea89248,81b5eae41c3cfb53d53f6f9e817192386a384ca9981ef9551e87bda3c0aae5a5
runplan_36020fb3e645f00e,cell_16055d6601b4daab9934,refund_v2.1n.boundary_window.000015,refund_v2,,completed,true,0,8,0,0,0,0,0.0,0.0030179999999999994,true,,episode_attempt_c69eaae55f25ba58ffeb,d6bf2e2005e08654dd7062a80546d7d0ab3bb389ff0460e6cd9c9f19780b0a90
runplan_36020fb3e645f00e,cell_1774a49659ae7f2b8b39,refund_v2.1n.missing_evidence.000015,refund_v2,,completed,true,0,8,0,0,0,0,0.0,0.002807,true,,episode_attempt_2c63478511ed66145b9b,0bc68dfa0a96d25854db4a35de8c2409f8268cc9f2d1ccaf5dbc3fc05eeb6eaa
runplan_36020fb3e645f00e,cell_18f36bcb49a41bf633f1,refund_v2.1n.full_refund.000002,refund_v2,,completed,true,0,8,0,0,0,0,0.0,0.002967,true,,episode_attempt_eeb2e60b54afc5251f68,6c577faba48df8a4469fb5bf5266d9b86643335c421864d858455c56fda0157e
runplan_36020fb3e645f00e,cell_19092dfa75bb90cbd88b,refund_v2.1n.liquid_damage_denial.000017,refund_v2,,completed,true,0,8,0,0,0,0,0.0,0.0028499999999999997,true,,episode_attempt_b14ddd0ba91b8a1fe68a,5f42f5fbab25f04a3d7aaafabd49358e7572407be191073da7bc3be7dcfa6eec
runplan_36020fb3e645f00e,cell_1b71d47c8c793721324c,refund_v2.1n.missing_evidence.000007,refund_v2,,completed,true,0,8,0,0,0,0,0.0,0.0028799999999999997,true,,episode_attempt_4251c382d2d6d1910b57,46ea2cea79dec14cbbd007aeedef7b00bc28727e92909f1afd3bcfe62f255d4c
runplan_36020fb3e645f00e,cell_1ceca593071973c8cd25,refund_v2.1n.partial_software.000020,refund_v2,,completed,true,0,8,0,0,0,0,0.0,0.0030960000000000002,true,,episode_attempt_c0c6d549511d31d40dde,c6df22a0e9d93599635cc29f64790cbdd6b0047cfa84d1ab00dae6c687fcd782
runplan_36020fb3e645f00e,cell_1f451254c08ece12c586,refund_v2.1n.boundary_window.000020,refund_v2,,completed,true,0,8,0,0,0,0,0.0,0.002934,true,,episode_attempt_77039ad50749a61cae68,e94ebf63224a404fcf4e8f01e4f160afb100ddfd356a539f0ef3bad3180e5493
runplan_36020fb3e645f00e,cell_20fb27ccf0f6d666ae52,refund_v2.1n.conflicting_claim.000024,refund_v2,,completed,true,0,8,0,0,0,0,0.0,0.003289,true,,episode_attempt_6372b8133901d4402fc4,6110bbfc338f5fc1d5c1e31dbe447ba83e7c6cc563035881760dec0331aa85e3
runplan_36020fb3e645f00e,cell_2580133c91b81e79b18e,refund_v2.1n.partial_software.000013,refund_v2,,completed,true,0,8,0,0,0,0,0.0,0.003086,true,,episode_attempt_0e54679a342ab8e26339,adf4dba7c22c744af8e59563db78261dc26386acd1fa1b99ff0da92feda6af0a
runplan_36020fb3e645f00e,cell_278f6922e8e370f06766,refund_v2.1n.partial_software.000015,refund_v2,,completed,true,0,8,0,0,0,0,0.0,0.003211,true,,episode_attempt_f0e8bdf9f202dc0989b0,1576e34a5c9462406ac0c169062e0431513c75cbd5564529c217eb9f4e3b097b
runplan_36020fb3e645f00e,cell_2951119d5343a4010a93,refund_v2.1n.conflicting_claim.000009,refund_v2,,completed,true,0,8,0,0,0,0,0.0,0.0028599999999999997,true,,episode_attempt_c7e9eb4e731e8492d99c,8b6093113712dabab8972d7bb78ca7cd6101ac1f15c4b92571a8217e434a2fae
runplan_36020fb3e645f00e,cell_2bb955b52040840c83d8,refund_v2.1n.boundary_window.000005,refund_v2,,completed,true,0,8,0,0,0,0,0.0,0.003019,true,,episode_attempt_46d4676892591efc77e4,0422ed1781cfc4b6082558b5aee08eaf0ecb219de6cf2e5b0c0ead304267e1b0
runplan_36020fb3e645f00e,cell_2e7d577f0af445a8d397,refund_v2.1n.liquid_damage_denial.000019,refund_v2,,completed,true,0,8,0,0,0,0,0.0,0.003427,true,,episode_attempt_89cce27ebe6de54c9a0b,133c65f74ff53f52bc4855485fac232a31f6ebfa744a1867ef6f4033b44993f0
